t, y
0.00807256,30.5911
0.00811791,30.5945
0.00816327,30.5978
0.00820862,30.6012
0.00825397,30.6046
0.00829932,30.608
0.00834467,30.6114
0.00839002,30.6147
0.00843537,30.6181
0.00848073,30.6215
0.00852608,30.6249
0.00857143,30.6283
0.00861678,30.6317
0.00866213,30.635
0.00870748,30.6384
0.00875283,30.6418
0.00879819,30.6452
0.00884354,30.6486
0.00888889,30.652
0.00893424,30.6554
0.00897959,30.6587
0.00902494,30.6621
0.00907029,30.6655
0.00911565,30.6689
0.009161,30.6723
0.00920635,30.6757
0.0092517,30.6791
0.00929705,30.6825
0.0093424,30.6859
0.00938776,30.6893
0.00943311,30.6927
0.00947846,30.6961
0.00952381,30.6995
0.00956916,30.7029
0.00961451,30.7063
0.00965986,30.7097
0.00970522,30.7131
0.00975057,30.7165
0.00979592,30.7199
0.00984127,30.7233
0.00988662,30.7267
0.00993197,30.7301
0.00997732,30.7335
0.0100227,30.7369
0.010068,30.7403
0.0101134,30.7437
0.0101587,30.7471
0.0102041,30.7505
0.0102494,30.7539
0.0102948,30.7573
0.0103401,30.7607
0.0103855,30.7641
0.0104308,30.7675
0.0104762,30.7709
0.0105215,30.7744
0.0105669,30.7778
0.0106122,30.7812
0.0106576,30.7846
0.0107029,30.788
0.0107483,30.7914
0.0107937,30.7948
0.010839,30.7982
0.0108844,30.8017
0.0109297,30.8051
0.0109751,30.8085
0.0110204,30.8119
0.0110658,30.8153
0.0111111,30.8188
0.0111565,30.8222
0.0112018,30.8256
0.0112472,30.829
0.0112925,30.8324
0.0113379,30.8359
0.0113832,30.8393
0.0114286,30.8427
0.0114739,30.8461
0.0115193,30.8496
0.0115646,30.853
0.01161,30.8564
0.0116553,30.8598
0.0117007,30.8633
0.011746,30.8667
0.0117914,30.8701
0.0118367,30.8735
0.0118821,30.877
0.0119274,30.8804
0.0119728,30.8838
0.0120181,30.8873
0.0120635,30.8907
0.0121088,30.8941
0.0121542,30.8976
0.0121995,30.901
0.0122449,30.9044
0.0122902,30.9079
0.0123356,30.9113
0.012381,30.9147
0.0124263,30.9182
0.0124717,30.9216
0.012517,30.9251
0.0125624,30.9285
0.0126077,30.9319
0.0126531,30.9354
0.0126984,30.9388
0.0127438,30.9423
0.0127891,30.9457
0.0128345,30.9491
0.0128798,30.9526
0.0129252,30.956
0.0129705,30.9595
0.0130159,30.9629
0.0130612,30.9664
0.0131066,30.9698
0.0131519,30.9733
0.0131973,30.9767
0.0132426,30.9802
0.013288,30.9836
0.0133333,30.9871
0.0133787,30.9905
0.013424,30.994
0.0134694,30.9974
0.0135147,31.0009
0.0135601,31.0043
0.0136054,31.0078
0.0136508,31.0112
0.0136961,31.0147
0.0137415,31.0182
0.0137868,31.0216
0.0138322,31.0251
0.0138776,31.0285
0.0139229,31.032
0.0139683,31.0354
0.0140136,31.0389
0.014059,31.0424
0.0141043,31.0458
0.0141497,31.0493
0.014195,31.0528
0.0142404,31.0562
0.0142857,31.0597
0.0143311,31.0631
0.0143764,31.0666
0.0144218,31.0701
0.0144671,31.0735
0.0145125,31.077
0.0145578,31.0805
0.0146032,31.0839
0.0146485,31.0874
0.0146939,31.0909
0.0147392,31.0944
0.0147846,31.0978
0.0148299,31.1013
0.0148753,31.1048
0.0149206,31.1082
0.014966,31.1117
0.0150113,31.1152
0.0150567,31.1187
0.015102,31.1221
0.0151474,31.1256
0.0151927,31.1291
0.0152381,31.1326
0.0152834,31.1361
0.0153288,31.1395
0.0153741,31.143
0.0154195,31.1465
0.0154649,31.15
0.0155102,31.1535
0.0155556,31.1569
0.0156009,31.1604
0.0156463,31.1639
0.0156916,31.1674
0.015737,31.1709
0.0157823,31.1744
0.0158277,31.1778
0.015873,31.1813
0.0159184,31.1848
0.0159637,31.1883
0.0160091,31.1918
0.0160544,31.1953
0.0160998,31.1988
0.0161451,31.2023
0.0161905,31.2058
0.0162358,31.2092
0.0162812,31.2127
0.0163265,31.2162
0.0163719,31.2197
0.0164172,31.2232
0.0164626,31.2267
0.0165079,31.2302
0.0165533,31.2337
0.0165986,31.2372
0.016644,31.2407
0.0166893,31.2442
0.0167347,31.2477
0.01678,31.2512
0.0168254,31.2547
0.0168707,31.2582
0.0169161,31.2617
0.0169615,31.2652
0.0170068,31.2687
0.0170522,31.2722
0.0170975,31.2757
0.0171429,31.2792
0.0171882,31.2827
0.0172336,31.2862
0.0172789,31.2897
0.0173243,31.2932
0.0173696,31.2968
0.017415,31.3003
0.0174603,31.3038
0.0175057,31.3073
0.017551,31.3108
0.0175964,31.3143
0.0176417,31.3178
0.0176871,31.3213
0.0177324,31.3248
0.0177778,31.3284
0.0178231,31.3319
0.0178685,31.3354
0.0179138,31.3389
0.0179592,31.3424
0.0180045,31.3459
0.0180499,31.3495
0.0180952,31.353
0.0181406,31.3565
0.0181859,31.36
0.0182313,31.3635
0.0182766,31.3671
0.018322,31.3706
0.0183673,31.3741
0.0184127,31.3776
0.018458,31.3812
0.0185034,31.3847
0.0185488,31.3882
0.0185941,31.3917
0.0186395,31.3953
0.0186848,31.3988
0.0187302,31.4023
0.0187755,31.4058
0.0188209,31.4094
0.0188662,31.4129
0.0189116,31.4164
0.0189569,31.42
0.0190023,31.4235
0.0190476,31.427
0.019093,31.4306
0.0191383,31.4341
0.0191837,31.4376
0.019229,31.4412
0.0192744,31.4447
0.0193197,31.4482
0.0193651,31.4518
0.0194104,31.4553
0.0194558,31.4588
0.0195011,31.4624
0.0195465,31.4659
0.0195918,31.4695
0.0196372,31.473
0.0196825,31.4765
0.0197279,31.4801
0.0197732,31.4836
0.0198186,31.4872
0.0198639,31.4907
0.0199093,31.4943
0.0199546,31.4978
0.02,31.5014
0.0200454,31.5049
0.0200907,31.5085
0.0201361,31.512
0.0201814,31.5156
0.0202268,31.5191
0.0202721,31.5227
0.0203175,31.5262
0.0203628,31.5298
0.0204082,31.5333
0.0204535,31.5369
0.0204989,31.5404
0.0205442,31.544
0.0205896,31.5475
0.0206349,31.5511
0.0206803,31.5546
0.0207256,31.5582
0.020771,31.5617
0.0208163,31.5653
0.0208617,31.5689
0.020907,31.5724
0.0209524,31.576
0.0209977,31.5795
0.0210431,31.5831
0.0210884,31.5867
0.0211338,31.5902
0.0211791,31.5938
0.0212245,31.5974
0.0212698,31.6009
0.0213152,31.6045
0.0213605,31.6081
0.0214059,31.6116
0.0214512,31.6152
0.0214966,31.6188
0.021542,31.6223
0.0215873,31.6259
0.0216327,31.6295
0.021678,31.633
0.0217234,31.6366
0.0217687,31.6402
0.0218141,31.6438
0.0218594,31.6473
0.0219048,31.6509
0.0219501,31.6545
0.0219955,31.6581
0.0220408,31.6616
0.0220862,31.6652
0.0221315,31.6688
0.0221769,31.6724
0.0222222,31.6759
0.0222676,31.6795
0.0223129,31.6831
0.0223583,31.6867
0.0224036,31.6903
0.022449,31.6938
0.0224943,31.6974
0.0225397,31.701
0.022585,31.7046
0.0226304,31.7082
0.0226757,31.7118
0.0227211,31.7154
0.0227664,31.7189
0.0228118,31.7225
0.0228571,31.7261
0.0229025,31.7297
0.0229478,31.7333
0.0229932,31.7369
0.0230385,31.7405
0.0230839,31.7441
0.0231293,31.7477
0.0231746,31.7513
0.02322,31.7548
0.0232653,31.7584
0.0233107,31.762
0.023356,31.7656
0.0234014,31.7692
0.0234467,31.7728
0.0234921,31.7764
0.0235374,31.78
0.0235828,31.7836
0.0236281,31.7872
0.0236735,31.7908
0.0237188,31.7944
0.0237642,31.798
0.0238095,31.8016
0.0238549,31.8052
0.0239002,31.8088
0.0239456,31.8124
0.0239909,31.816
0.0240363,31.8196
0.0240816,31.8232
0.024127,31.8269
0.0241723,31.8305
0.0242177,31.8341
0.024263,31.8377
0.0243084,31.8413
0.0243537,31.8449
0.0243991,31.8485
0.0244444,31.8521
0.0244898,31.8557
0.0245351,31.8593
0.0245805,31.863
0.0246259,31.8666
0.0246712,31.8702
0.0247166,31.8738
0.0247619,31.8774
0.0248073,31.881
0.0248526,31.8847
0.024898,31.8883
0.0249433,31.8919
0.0249887,31.8955
0.025034,31.8991
0.0250794,31.9027
0.0251247,31.9064
0.0251701,31.91
0.0252154,31.9136
0.0252608,31.9172
0.0253061,31.9209
0.0253515,31.9245
0.0253968,31.9281
0.0254422,31.9317
0.0254875,31.9354
0.0255329,31.939
0.0255782,31.9426
0.0256236,31.9463
0.0256689,31.9499
0.0257143,31.9535
0.0257596,31.9571
0.025805,31.9608
0.0258503,31.9644
0.0258957,31.968
0.025941,31.9717
0.0259864,31.9753
0.0260317,31.9789
0.0260771,31.9826
0.0261224,31.9862
0.0261678,31.9899
0.0262132,31.9935
0.0262585,31.9971
0.0263039,32.0008
0.0263492,32.0044
0.0263946,32.008
0.0264399,32.0117
0.0264853,32.0153
0.0265306,32.019
0.026576,32.0226
0.0266213,32.0263
0.0266667,32.0299
0.026712,32.0335
0.0267574,32.0372
0.0268027,32.0408
0.0268481,32.0445
0.0268934,32.0481
0.0269388,32.0518
0.0269841,32.0554
0.0270295,32.0591
0.0270748,32.0627
0.0271202,32.0664
0.0271655,32.07
0.0272109,32.0737
0.0272562,32.0773
0.0273016,32.081
0.0273469,32.0846
0.0273923,32.0883
0.0274376,32.092
0.027483,32.0956
0.0275283,32.0993
0.0275737,32.1029
0.027619,32.1066
0.0276644,32.1102
0.0277098,32.1139
0.0277551,32.1176
0.0278005,32.1212
0.0278458,32.1249
0.0278912,32.1286
0.0279365,32.1322
0.0279819,32.1359
0.0280272,32.1395
0.0280726,32.1432
0.0281179,32.1469
0.0281633,32.1505
0.0282086,32.1542
0.028254,32.1579
0.0282993,32.1615
0.0283447,32.1652
0.02839,32.1689
0.0284354,32.1726
0.0284807,32.1762
0.0285261,32.1799
0.0285714,32.1836
0.0286168,32.1872
0.0286621,32.1909
0.0287075,32.1946
0.0287528,32.1983
0.0287982,32.2019
0.0288435,32.2056
0.0288889,32.2093
0.0289342,32.213
0.0289796,32.2167
0.0290249,32.2203
0.0290703,32.224
0.0291156,32.2277
0.029161,32.2314
0.0292063,32.2351
0.0292517,32.2387
0.0292971,32.2424
0.0293424,32.2461
0.0293878,32.2498
0.0294331,32.2535
0.0294785,32.2572
0.0295238,32.2609
0.0295692,32.2645
0.0296145,32.2682
0.0296599,32.2719
0.0297052,32.2756
0.0297506,32.2793
0.0297959,32.283
0.0298413,32.2867
0.0298866,32.2904
0.029932,32.2941
0.0299773,32.2978
0.0300227,32.3015
0.030068,32.3052
0.0301134,32.3089
0.0301587,32.3126
0.0302041,32.3162
0.0302494,32.3199
0.0302948,32.3236
0.0303401,32.3273
0.0303855,32.331
0.0304308,32.3347
0.0304762,32.3384
0.0305215,32.3421
0.0305669,32.3459
0.0306122,32.3496
0.0306576,32.3533
0.0307029,32.357
0.0307483,32.3607
0.0307937,32.3644
0.030839,32.3681
0.0308844,32.3718
0.0309297,32.3755
0.0309751,32.3792
0.0310204,32.3829
0.0310658,32.3866
0.0311111,32.3903
0.0311565,32.394
0.0312018,32.3978
0.0312472,32.4015
0.0312925,32.4052
0.0313379,32.4089
0.0313832,32.4126
0.0314286,32.4163
0.0314739,32.42
0.0315193,32.4238
0.0315646,32.4275
0.03161,32.4312
0.0316553,32.4349
0.0317007,32.4386
0.031746,32.4424
0.0317914,32.4461
0.0318367,32.4498
0.0318821,32.4535
0.0319274,32.4572
0.0319728,32.461
0.0320181,32.4647
0.0320635,32.4684
0.0321088,32.4721
0.0321542,32.4759
0.0321995,32.4796
0.0322449,32.4833
0.0322902,32.4871
0.0323356,32.4908
0.032381,32.4945
0.0324263,32.4983
0.0324717,32.502
0.032517,32.5057
0.0325624,32.5094
0.0326077,32.5132
0.0326531,32.5169
0.0326984,32.5206
0.0327438,32.5244
0.0327891,32.5281
0.0328345,32.5319
0.0328798,32.5356
0.0329252,32.5393
0.0329705,32.5431
0.0330159,32.5468
0.0330612,32.5506
0.0331066,32.5543
0.0331519,32.558
0.0331973,32.5618
0.0332426,32.5655
0.033288,32.5693
0.0333333,32.573
0.0333787,32.5768
0.033424,32.5805
0.0334694,32.5842
0.0335147,32.588
0.0335601,32.5917
0.0336054,32.5955
0.0336508,32.5992
0.0336961,32.603
0.0337415,32.6067
0.0337868,32.6105
0.0338322,32.6142
0.0338776,32.618
0.0339229,32.6218
0.0339683,32.6255
0.0340136,32.6293
0.034059,32.633
0.0341043,32.6368
0.0341497,32.6405
0.034195,32.6443
0.0342404,32.648
0.0342857,32.6518
0.0343311,32.6556
0.0343764,32.6593
0.0344218,32.6631
0.0344671,32.6668
0.0345125,32.6706
0.0345578,32.6744
0.0346032,32.6781
0.0346485,32.6819
0.0346939,32.6857
0.0347392,32.6894
0.0347846,32.6932
0.0348299,32.697
0.0348753,32.7007
0.0349206,32.7045
0.034966,32.7083
0.0350113,32.712
0.0350567,32.7158
0.035102,32.7196
0.0351474,32.7234
0.0351927,32.7271
0.0352381,32.7309
0.0352834,32.7347
0.0353288,32.7385
0.0353741,32.7422
0.0354195,32.746
0.0354649,32.7498
0.0355102,32.7536
0.0355556,32.7573
0.0356009,32.7611
0.0356463,32.7649
0.0356916,32.7687
0.035737,32.7725
0.0357823,32.7762
0.0358277,32.78
0.035873,32.7838
0.0359184,32.7876
0.0359637,32.7914
0.0360091,32.7952
0.0360544,32.7989
0.0360998,32.8027
0.0361451,32.8065
0.0361905,32.8103
0.0362358,32.8141
0.0362812,32.8179
0.0363265,32.8217
0.0363719,32.8255
0.0364172,32.8293
0.0364626,32.8331
0.0365079,32.8368
0.0365533,32.8406
0.0365986,32.8444
0.036644,32.8482
0.0366893,32.852
0.0367347,32.8558
0.03678,32.8596
0.0368254,32.8634
0.0368707,32.8672
0.0369161,32.871
0.0369615,32.8748
0.0370068,32.8786
0.0370522,32.8824
0.0370975,32.8862
0.0371429,32.89
0.0371882,32.8938
0.0372336,32.8976
0.0372789,32.9014
0.0373243,32.9052
0.0373696,32.909
0.037415,32.9129
0.0374603,32.9167
0.0375057,32.9205
0.037551,32.9243
0.0375964,32.9281
0.0376417,32.9319
0.0376871,32.9357
0.0377324,32.9395
0.0377778,32.9433
0.0378231,32.9471
0.0378685,32.951
0.0379138,32.9548
0.0379592,32.9586
0.0380045,32.9624
0.0380499,32.9662
0.0380952,32.97
0.0381406,32.9739
0.0381859,32.9777
0.0382313,32.9815
0.0382766,32.9853
0.038322,32.9891
0.0383673,32.993
0.0384127,32.9968
0.038458,33.0006
0.0385034,33.0044
0.0385488,33.0083
0.0385941,33.0121
0.0386395,33.0159
0.0386848,33.0197
0.0387302,33.0236
0.0387755,33.0274
0.0388209,33.0312
0.0388662,33.035
0.0389116,33.0389
0.0389569,33.0427
0.0390023,33.0465
0.0390476,33.0504
0.039093,33.0542
0.0391383,33.058
0.0391837,33.0619
0.039229,33.0657
0.0392744,33.0695
0.0393197,33.0734
0.0393651,33.0772
0.0394104,33.081
0.0394558,33.0849
0.0395011,33.0887
0.0395465,33.0926
0.0395918,33.0964
0.0396372,33.1002
0.0396825,33.1041
0.0397279,33.1079
0.0397732,33.1118
0.0398186,33.1156
0.0398639,33.1195
0.0399093,33.1233
0.0399546,33.1272
0.04,33.131
0.0400454,33.1349
0.0400907,33.1387
0.0401361,33.1425
0.0401814,33.1464
0.0402268,33.1502
0.0402721,33.1541
0.0403175,33.158
0.0403628,33.1618
0.0404082,33.1657
0.0404535,33.1695
0.0404989,33.1734
0.0405442,33.1772
0.0405896,33.1811
0.0406349,33.1849
0.0406803,33.1888
0.0407256,33.1927
0.040771,33.1965
0.0408163,33.2004
0.0408617,33.2042
0.040907,33.2081
0.0409524,33.212
0.0409977,33.2158
0.0410431,33.2197
0.0410884,33.2235
0.0411338,33.2274
0.0411791,33.2313
0.0412245,33.2351
0.0412698,33.239
0.0413152,33.2429
0.0413605,33.2467
0.0414059,33.2506
0.0414512,33.2545
0.0414966,33.2583
0.041542,33.2622
0.0415873,33.2661
0.0416327,33.27
0.041678,33.2738
0.0417234,33.2777
0.0417687,33.2816
0.0418141,33.2855
0.0418594,33.2893
0.0419048,33.2932
0.0419501,33.2971
0.0419955,33.301
0.0420408,33.3048
0.0420862,33.3087
0.0421315,33.3126
0.0421769,33.3165
0.0422222,33.3204
0.0422676,33.3242
0.0423129,33.3281
0.0423583,33.332
0.0424036,33.3359
0.042449,33.3398
0.0424943,33.3437
0.0425397,33.3476
0.042585,33.3514
0.0426304,33.3553
0.0426757,33.3592
0.0427211,33.3631
0.0427664,33.367
0.0428118,33.3709
0.0428571,33.3748
0.0429025,33.3787
0.0429478,33.3826
0.0429932,33.3865
0.0430385,33.3904
0.0430839,33.3942
0.0431293,33.3981
0.0431746,33.402
0.04322,33.4059
0.0432653,33.4098
0.0433107,33.4137
0.043356,33.4176
0.0434014,33.4215
0.0434467,33.4254
0.0434921,33.4293
0.0435374,33.4332
0.0435828,33.4371
0.0436281,33.441
0.0436735,33.4449
0.0437188,33.4489
0.0437642,33.4528
0.0438095,33.4567
0.0438549,33.4606
0.0439002,33.4645
0.0439456,33.4684
0.0439909,33.4723
0.0440363,33.4762
0.0440816,33.4801
0.044127,33.484
0.0441723,33.4879
0.0442177,33.4919
0.044263,33.4958
0.0443084,33.4997
0.0443537,33.5036
0.0443991,33.5075
0.0444444,33.5114
0.0444898,33.5153
0.0445351,33.5193
0.0445805,33.5232
0.0446259,33.5271
0.0446712,33.531
0.0447166,33.5349
0.0447619,33.5389
0.0448073,33.5428
0.0448526,33.5467
0.044898,33.5506
0.0449433,33.5546
0.0449887,33.5585
0.045034,33.5624
0.0450794,33.5663
0.0451247,33.5703
0.0451701,33.5742
0.0452154,33.5781
0.0452608,33.582
0.0453061,33.586
0.0453515,33.5899
0.0453968,33.5938
0.0454422,33.5978
0.0454875,33.6017
0.0455329,33.6056
0.0455782,33.6096
0.0456236,33.6135
0.0456689,33.6174
0.0457143,33.6214
0.0457596,33.6253
0.045805,33.6293
0.0458503,33.6332
0.0458957,33.6371
0.045941,33.6411
0.0459864,33.645
0.0460317,33.649
0.0460771,33.6529
0.0461224,33.6568
0.0461678,33.6608
0.0462132,33.6647
0.0462585,33.6687
0.0463039,33.6726
0.0463492,33.6766
0.0463946,33.6805
0.0464399,33.6845
0.0464853,33.6884
0.0465306,33.6924
0.046576,33.6963
0.0466213,33.7003
0.0466667,33.7042
0.046712,33.7082
0.0467574,33.7121
0.0468027,33.7161
0.0468481,33.72
0.0468934,33.724
0.0469388,33.7279
0.0469841,33.7319
0.0470295,33.7358
0.0470748,33.7398
0.0471202,33.7438
0.0471655,33.7477
0.0472109,33.7517
0.0472562,33.7556
0.0473016,33.7596
0.0473469,33.7636
0.0473923,33.7675
0.0474376,33.7715
0.047483,33.7755
0.0475283,33.7794
0.0475737,33.7834
0.047619,33.7874
0.0476644,33.7913
0.0477098,33.7953
0.0477551,33.7993
0.0478005,33.8032
0.0478458,33.8072
0.0478912,33.8112
0.0479365,33.8151
0.0479819,33.8191
0.0480272,33.8231
0.0480726,33.8271
0.0481179,33.831
0.0481633,33.835
0.0482086,33.839
0.048254,33.843
0.0482993,33.8469
0.0483447,33.8509
0.04839,33.8549
0.0484354,33.8589
0.0484807,33.8629
0.0485261,33.8668
0.0485714,33.8708
0.0486168,33.8748
0.0486621,33.8788
0.0487075,33.8828
0.0487528,33.8868
0.0487982,33.8907
0.0488435,33.8947
0.0488889,33.8987
0.0489342,33.9027
0.0489796,33.9067
0.0490249,33.9107
0.0490703,33.9147
0.0491156,33.9187
0.049161,33.9226
0.0492063,33.9266
0.0492517,33.9306
0.0492971,33.9346
0.0493424,33.9386
0.0493878,33.9426
0.0494331,33.9466
0.0494785,33.9506
0.0495238,33.9546
0.0495692,33.9586
0.0496145,33.9626
0.0496599,33.9666
0.0497052,33.9706
0.0497506,33.9746
0.0497959,33.9786
0.0498413,33.9826
0.0498866,33.9866
0.049932,33.9906
0.0499773,33.9946
0.0500227,33.9986
0.050068,34.0026
0.0501134,34.0066
0.0501587,34.0106
0.0502041,34.0146
0.0502494,34.0187
0.0502948,34.0227
0.0503401,34.0267
0.0503855,34.0307
0.0504308,34.0347
0.0504762,34.0387
0.0505215,34.0427
0.0505669,34.0467
0.0506122,34.0507
0.0506576,34.0548
0.0507029,34.0588
0.0507483,34.0628
0.0507937,34.0668
0.050839,34.0708
0.0508844,34.0749
0.0509297,34.0789
0.0509751,34.0829
0.0510204,34.0869
0.0510658,34.0909
0.0511111,34.095
0.0511565,34.099
0.0512018,34.103
0.0512472,34.107
0.0512925,34.1111
0.0513379,34.1151
0.0513832,34.1191
0.0514286,34.1231
0.0514739,34.1272
0.0515193,34.1312
0.0515646,34.1352
0.05161,34.1393
0.0516553,34.1433
0.0517007,34.1473
0.051746,34.1513
0.0517914,34.1554
0.0518367,34.1594
0.0518821,34.1634
0.0519274,34.1675
0.0519728,34.1715
0.0520181,34.1756
0.0520635,34.1796
0.0521088,34.1836
0.0521542,34.1877
0.0521995,34.1917
0.0522449,34.1958
0.0522902,34.1998
0.0523356,34.2038
0.052381,34.2079
0.0524263,34.2119
0.0524717,34.216
0.052517,34.22
0.0525624,34.2241
0.0526077,34.2281
0.0526531,34.2322
0.0526984,34.2362
0.0527438,34.2402
0.0527891,34.2443
0.0528345,34.2483
0.0528798,34.2524
0.0529252,34.2565
0.0529705,34.2605
0.0530159,34.2646
0.0530612,34.2686
0.0531066,34.2727
0.0531519,34.2767
0.0531973,34.2808
0.0532426,34.2848
0.053288,34.2889
0.0533333,34.2929
0.0533787,34.297
0.053424,34.3011
0.0534694,34.3051
0.0535147,34.3092
0.0535601,34.3133
0.0536054,34.3173
0.0536508,34.3214
0.0536961,34.3254
0.0537415,34.3295
0.0537868,34.3336
0.0538322,34.3376
0.0538776,34.3417
0.0539229,34.3458
0.0539683,34.3498
0.0540136,34.3539
0.054059,34.358
0.0541043,34.3621
0.0541497,34.3661
0.054195,34.3702
0.0542404,34.3743
0.0542857,34.3783
0.0543311,34.3824
0.0543764,34.3865
0.0544218,34.3906
0.0544671,34.3946
0.0545125,34.3987
0.0545578,34.4028
0.0546032,34.4069
0.0546485,34.411
0.0546939,34.415
0.0547392,34.4191
0.0547846,34.4232
0.0548299,34.4273
0.0548753,34.4314
0.0549206,34.4355
0.054966,34.4395
0.0550113,34.4436
0.0550567,34.4477
0.055102,34.4518
0.0551474,34.4559
0.0551927,34.46
0.0552381,34.4641
0.0552834,34.4682
0.0553288,34.4722
0.0553741,34.4763
0.0554195,34.4804
0.0554649,34.4845
0.0555102,34.4886
0.0555556,34.4927
0.0556009,34.4968
0.0556463,34.5009
0.0556916,34.505
0.055737,34.5091
0.0557823,34.5132
0.0558277,34.5173
0.055873,34.5214
0.0559184,34.5255
0.0559637,34.5296
0.0560091,34.5337
0.0560544,34.5378
0.0560998,34.5419
0.0561451,34.546
0.0561905,34.5501
0.0562358,34.5542
0.0562812,34.5583
0.0563265,34.5624
0.0563719,34.5665
0.0564172,34.5706
0.0564626,34.5748
0.0565079,34.5789
0.0565533,34.583
0.0565986,34.5871
0.056644,34.5912
0.0566893,34.5953
0.0567347,34.5994
0.05678,34.6035
0.0568254,34.6077
0.0568707,34.6118
0.0569161,34.6159
0.0569615,34.62
0.0570068,34.6241
0.0570522,34.6282
0.0570975,34.6324
0.0571429,34.6365
0.0571882,34.6406
0.0572336,34.6447
0.0572789,34.6488
0.0573243,34.653
0.0573696,34.6571
0.057415,34.6612
0.0574603,34.6653
0.0575057,34.6695
0.057551,34.6736
0.0575964,34.6777
0.0576417,34.6819
0.0576871,34.686
0.0577324,34.6901
0.0577778,34.6942
0.0578231,34.6984
0.0578685,34.7025
0.0579138,34.7066
0.0579592,34.7108
0.0580045,34.7149
0.0580499,34.719
0.0580952,34.7232
0.0581406,34.7273
0.0581859,34.7315
0.0582313,34.7356
0.0582766,34.7397
0.058322,34.7439
0.0583673,34.748
0.0584127,34.7522
0.058458,34.7563
0.0585034,34.7604
0.0585488,34.7646
0.0585941,34.7687
0.0586395,34.7729
