t, y
0.0143311,2.4346
0.0143764,2.43206
0.0144218,2.43166
0.0144671,2.42994
0.0145125,2.42988
0.0145578,2.42363
0.0146032,2.41592
0.0146485,2.41148
0.0146939,2.40742
0.0147392,2.40436
0.0147846,2.39877
0.0148299,2.39903
0.0148753,2.39777
0.0149206,2.39393
0.014966,2.38775
0.0150113,2.38152
0.0150567,2.38022
0.015102,2.37453
0.0151474,2.37185
0.0151927,2.37013
0.0152381,2.37264
0.0152834,2.3754
0.0153288,2.3725
0.0153741,2.37181
0.0154195,2.37056
0.0154649,2.36999
0.0155102,2.36863
0.0155556,2.36402
0.0156009,2.36629
0.0156463,2.36928
0.0156916,2.37227
0.015737,2.37426
0.0157823,2.37267
0.0158277,2.37481
0.015873,2.37566
0.0159184,2.37174
0.0159637,2.36876
0.0160091,2.36416
0.0160544,2.36393
0.0160998,2.3661
0.0161451,2.36367
0.0161905,2.36239
0.0162358,2.36196
0.0162812,2.36026
0.0163265,2.36018
0.0163719,2.35454
0.0164172,2.34586
0.0164626,2.34133
0.0165079,2.33686
0.0165533,2.33309
0.0165986,2.33076
0.016644,2.32504
0.0166893,2.32201
0.0167347,2.32331
0.01678,2.32146
0.0168254,2.31789
0.0168707,2.31349
0.0169161,2.30589
0.0169615,2.30145
0.0170068,2.30019
0.0170522,2.29549
0.0170975,2.2907
0.0171429,2.2891
0.0171882,2.28737
0.0172336,2.28907
0.0172789,2.29298
0.0173243,2.29263
0.0173696,2.28912
0.017415,2.28916
0.0174603,2.28759
0.0175057,2.28664
0.017551,2.28607
0.0175964,2.28484
0.0176417,2.27895
0.0176871,2.28007
0.0177324,2.28223
0.0177778,2.28603
0.0178231,2.28701
0.0178685,2.2914
0.0179138,2.28889
0.0179592,2.28917
0.0180045,2.29042
0.0180499,2.29277
0.0180952,2.289
0.0181406,2.28575
0.0181859,2.28289
0.0182313,2.2778
0.0182766,2.27669
0.018322,2.27776
0.0183673,2.27999
0.0184127,2.27611
0.018458,2.27506
0.0185034,2.27478
0.0185488,2.27308
0.0185941,2.27249
0.0186395,2.2711
0.0186848,2.26991
0.0187302,2.26044
0.0187755,2.25377
0.0188209,2.24897
0.0188662,2.24486
0.0189116,2.24114
0.0189569,2.23696
0.0190023,2.23612
0.0190476,2.23041
0.019093,2.22521
0.0191383,2.22482
0.0191837,2.22477
0.019229,2.22533
0.0192744,2.22069
0.0193197,2.21794
0.0193651,2.21406
0.0194104,2.20578
0.0194558,2.20098
0.0195011,2.19776
0.0195465,2.19658
0.0195918,2.19345
0.0196372,2.18654
0.0196825,2.18486
0.0197279,2.18293
0.0197732,2.18072
0.0198186,2.18197
0.0198639,2.1838
0.0199093,2.18807
0.0199546,2.18842
0.02,2.18384
0.0200454,2.18331
0.0200907,2.18273
0.0201361,2.18121
0.0201814,2.18087
0.0202268,2.17889
0.0202721,2.17942
0.0203175,2.17874
0.0203628,2.17272
0.0204082,2.17023
0.0204535,2.17164
0.0204989,2.17357
0.0205442,2.17751
0.0205896,2.17921
0.0206349,2.18063
0.0206803,2.18504
0.0207256,2.18479
0.020771,2.18218
0.0208163,2.18282
0.0208617,2.18447
0.020907,2.18596
0.0209524,2.18749
0.0209977,2.18264
0.0210431,2.17936
0.0210884,2.17747
0.0211338,2.17409
0.0211791,2.16819
0.0212245,2.16825
0.0212698,2.16673
0.0213152,2.17007
0.0213605,2.17087
0.0214059,2.16936
0.0214512,2.16426
0.0214966,2.16622
0.021542,2.16455
0.0215873,2.16352
0.0216327,2.16249
0.021678,2.16164
0.0217234,2.16031
0.0217687,2.15992
0.0218141,2.15627
0.0218594,2.14575
0.0219048,2.13997
0.0219501,2.13482
0.0219955,2.13094
0.0220408,2.12656
0.0220862,2.12383
0.0221315,2.11947
0.0221769,2.1157
0.0222222,2.11647
0.0222676,2.11104
0.0223129,2.10552
0.0223583,2.10089
0.0224036,2.10112
0.022449,2.1006
0.0224943,2.10077
0.0225397,2.10188
0.022585,2.09669
0.0226304,2.09349
0.0226757,2.0911
0.0227211,2.08747
0.0227664,2.08034
0.0228118,2.07248
0.0228571,2.07021
0.0229025,2.06577
0.0229478,2.06441
0.0229932,2.06395
0.0230385,2.05938
0.0230839,2.05392
0.0231293,2.04856
0.0231746,2.04861
0.02322,2.04692
0.0232653,2.04298
0.0233107,2.0439
0.023356,2.04406
0.0234014,2.04587
0.0234467,2.04936
0.0234921,2.05206
0.0235374,2.05342
0.0235828,2.04809
0.0236281,2.04508
0.0236735,2.04616
0.0237188,2.04443
0.0237642,2.04357
0.0238095,2.04264
0.0238549,2.04131
0.0239002,2.04097
0.0239456,2.03845
0.0239909,2.03966
0.0240363,2.04041
0.0240816,2.03444
0.024127,2.02973
0.0241723,2.02783
0.0242177,2.02779
0.024263,2.03035
0.0243084,2.03178
0.0243537,2.03471
0.0243991,2.03904
0.0244444,2.03797
0.0244898,2.03992
0.0245351,2.0442
0.0245805,2.04639
0.0246259,2.0451
0.0246712,2.04355
0.0247166,2.04044
0.0247619,2.04409
0.0248073,2.04406
0.0248526,2.04541
0.024898,2.0474
0.0249433,2.0491
0.0249887,2.04337
0.025034,2.04102
0.0250794,2.03662
0.0251247,2.0358
0.0251701,2.03397
0.0252154,2.02859
0.0252608,2.02335
0.0253061,2.02276
0.0253515,2.02228
0.0253968,2.02045
0.0254422,2.02422
0.0254875,2.02531
0.0255329,2.02665
0.0255782,2.02452
0.0256236,2.02022
0.0256689,2.01723
0.0257143,2.01901
0.0257596,2.01979
0.025805,2.01582
0.0258503,2.01659
0.0258957,2.01491
0.025941,2.01427
0.0259864,2.01308
0.0260317,2.01231
0.0260771,2.01113
0.0261224,2.01046
0.0261678,2.00837
0.0262132,1.99757
0.0262585,1.98998
0.0263039,1.98492
0.0263492,1.98003
0.0263946,1.97618
0.0264399,1.97192
0.0264853,1.96905
0.0265306,1.96429
0.026576,1.963
0.0266213,1.95919
0.0266667,1.95299
0.026712,1.95322
0.0267574,1.95279
0.0268027,1.9502
0.0268481,1.94405
0.0268934,1.93851
0.0269388,1.93495
0.0269841,1.93119
0.0270295,1.93279
0.0270748,1.93282
0.0271202,1.93059
0.0271655,1.93285
0.0272109,1.93326
0.0272562,1.93129
0.0273016,1.92577
0.0273469,1.92208
0.0273923,1.92149
0.0274376,1.91767
0.027483,1.91472
0.0275283,1.91035
0.0275737,1.90084
0.027619,1.89508
0.0276644,1.89169
0.0277098,1.88908
0.0277551,1.88579
0.0278005,1.88194
0.0278458,1.88331
0.0278912,1.88246
0.0279365,1.87766
0.0279819,1.87392
0.0280272,1.8685
0.0280726,1.86214
0.0281179,1.86147
0.0281633,1.86032
0.0282086,1.8608
0.028254,1.85615
0.0282993,1.8532
0.0283447,1.85387
0.02839,1.85583
0.0284354,1.85336
0.0284807,1.85737
0.0285261,1.85859
0.0285714,1.86213
0.0286168,1.86468
0.0286621,1.86683
0.0287075,1.86586
0.0287528,1.86213
0.0287982,1.85577
0.0288435,1.85548
0.0288889,1.85783
0.0289342,1.85484
0.0289796,1.85466
0.0290249,1.85323
0.0290703,1.85261
0.0291156,1.85126
0.029161,1.85071
0.0292063,1.84912
0.0292517,1.84916
0.0292971,1.84692
0.0293424,1.84463
0.0293878,1.84929
0.0294331,1.84851
0.0294785,1.84453
0.0295238,1.8386
0.0295692,1.83471
0.0296145,1.8315
0.0296599,1.83098
0.0297052,1.83131
0.0297506,1.83128
0.0297959,1.83597
0.0298413,1.83571
0.0298866,1.83692
0.029932,1.84185
0.0299773,1.84534
0.0300227,1.84543
0.030068,1.84412
0.0301134,1.84668
0.0301587,1.84881
0.0302041,1.85382
0.0302494,1.85609
0.0302948,1.85371
0.0303401,1.85465
0.0303855,1.85214
0.0304308,1.84886
0.0304762,1.84763
0.0305215,1.85069
0.0305669,1.85297
0.0306122,1.85166
0.0306576,1.85341
0.0307029,1.8544
0.0307483,1.85632
0.0307937,1.85967
0.030839,1.85571
0.0308844,1.85138
0.0309297,1.84794
0.0309751,1.84569
0.0310204,1.8421
0.0310658,1.83896
0.0311111,1.84038
0.0311565,1.83814
0.0312018,1.83258
0.0312472,1.82874
0.0312925,1.82286
0.0313379,1.8211
0.0313832,1.82224
0.0314286,1.82096
0.0314739,1.81937
0.0315193,1.81802
0.0315646,1.82237
0.03161,1.82469
0.0316553,1.82436
0.0317007,1.82603
0.031746,1.82681
0.0317914,1.82216
0.0318367,1.82036
0.0318821,1.81477
0.0319274,1.81354
0.0319728,1.81338
0.0320181,1.81656
0.0320635,1.81653
0.0321088,1.81339
0.0321542,1.80948
0.0321995,1.81235
0.0322449,1.81041
0.0322902,1.80862
0.0323356,1.80872
0.032381,1.80698
0.0324263,1.80657
0.0324717,1.80519
0.032517,1.8046
0.0325624,1.80327
0.0326077,1.80272
0.0326531,1.80123
0.0326984,1.80105
0.0327438,1.79141
0.0327891,1.78076
0.0328345,1.77529
0.0328798,1.76945
0.0329252,1.76527
0.0329705,1.76054
0.0330159,1.75707
0.0330612,1.75271
0.0331066,1.75
0.0331519,1.74534
0.0331973,1.74351
0.0332426,1.74001
0.033288,1.73418
0.0333333,1.7351
0.0333787,1.73289
0.033424,1.72752
0.0334694,1.72145
0.0335147,1.71963
0.0335601,1.71944
0.0336054,1.72005
0.0336508,1.71941
0.0336961,1.71483
0.0337415,1.71224
0.0337868,1.70532
0.0338322,1.699
0.0338776,1.69754
0.0339229,1.69305
0.0339683,1.68917
0.0340136,1.68774
0.034059,1.69086
0.0341043,1.69055
0.0341497,1.6892
0.034195,1.68799
0.0342404,1.68678
0.0342857,1.69059
0.0343311,1.69145
0.0343764,1.68889
0.0344218,1.68823
0.0344671,1.6833
0.0345125,1.6779
0.0345578,1.67395
0.0346032,1.67475
0.0346485,1.6731
0.0346939,1.66868
0.0347392,1.66697
0.0347846,1.66338
0.0348299,1.66014
0.0348753,1.65553
0.0349206,1.64527
0.034966,1.63846
0.0350113,1.63522
0.0350567,1.63179
0.035102,1.62899
0.0351474,1.62599
0.0351927,1.62564
0.0352381,1.61961
0.0352834,1.61656
0.0353288,1.61725
0.0353741,1.61804
0.0354195,1.61739
0.0354649,1.61653
0.0355102,1.60935
0.0355556,1.6073
0.0356009,1.60347
0.0356463,1.59956
0.0356916,1.59193
0.035737,1.58743
0.0357823,1.58711
0.0358277,1.58598
0.035873,1.58425
0.0359184,1.58627
0.0359637,1.58498
0.0360091,1.58023
0.0360544,1.57809
0.0360998,1.57341
0.0361451,1.57445
0.0361905,1.5762
0.0362358,1.57802
0.0362812,1.57649
0.0363265,1.57472
0.0363719,1.57711
0.0364172,1.58147
0.0364626,1.58188
0.0365079,1.58281
0.0365533,1.58831
0.0365986,1.58888
0.036644,1.5919
0.0366893,1.59341
0.0367347,1.59329
0.03678,1.59225
0.0368254,1.58833
0.0368707,1.58376
0.0369161,1.57801
0.0369615,1.57568
0.0370068,1.57678
0.0370522,1.58151
0.0370975,1.5783
0.0371429,1.57535
0.0371882,1.57635
0.0372336,1.57449
0.0372789,1.57399
0.0373243,1.57288
0.0373696,1.572
0.037415,1.57114
0.0374603,1.57004
0.0375057,1.5694
0.037551,1.56801
0.0375964,1.56792
0.0376417,1.56524
0.0376871,1.56735
0.0377324,1.56505
0.0377778,1.55951
0.0378231,1.56074
0.0378685,1.56444
0.0379138,1.56688
0.0379592,1.56642
0.0380045,1.56311
0.0380499,1.55897
0.0380952,1.55333
0.0381406,1.5498
0.0381859,1.54435
0.0382313,1.54293
0.0382766,1.5405
0.038322,1.53737
0.0383673,1.54007
0.0384127,1.5399
0.038458,1.5378
0.0385034,1.53955
0.0385488,1.54373
0.0385941,1.54647
0.0386395,1.54564
0.0386848,1.54528
0.0387302,1.54728
0.0387755,1.55029
0.0388209,1.55702
0.0388662,1.55734
0.0389116,1.55991
0.0389569,1.55981
0.0390023,1.55711
0.0390476,1.55668
0.039093,1.56073
0.0391383,1.56126
0.0391837,1.56372
0.039229,1.56652
0.0392744,1.57307
0.0393197,1.57378
0.0393651,1.57254
0.0394104,1.57192
0.0394558,1.56987
0.0395011,1.5717
0.0395465,1.57062
0.0395918,1.56583
0.0396372,1.56274
0.0396825,1.5626
0.0397279,1.56021
0.0397732,1.5632
0.0398186,1.56621
0.0398639,1.56934
0.0399093,1.56742
0.0399546,1.56567
0.04,1.56875
0.0400454,1.56876
0.0400907,1.56981
0.0401361,1.57117
0.0401814,1.57263
0.0402268,1.57521
0.0402721,1.57881
0.0403175,1.57466
0.0403628,1.56936
0.0404082,1.56655
0.0404535,1.56267
0.0404989,1.5609
0.0405442,1.55652
0.0405896,1.55647
0.0406349,1.55334
0.0406803,1.54787
0.0407256,1.54614
0.040771,1.5478
0.0408163,1.54772
0.0408617,1.54636
0.040907,1.54392
0.0409524,1.53686
0.0409977,1.53361
0.0410431,1.53114
0.0410884,1.52494
0.0411338,1.52104
0.0411791,1.5173
0.0412245,1.52
0.0412698,1.52044
0.0413152,1.51884
0.0413605,1.51799
0.0414059,1.51781
0.0414512,1.5145
0.0414966,1.51246
0.041542,1.51624
0.0415873,1.51895
0.0416327,1.5215
0.041678,1.52481
0.0417234,1.52218
0.0417687,1.52291
0.0418141,1.52424
0.0418594,1.52667
0.0419048,1.52676
0.0419501,1.52214
0.0419955,1.51893
0.0420408,1.51738
0.0420862,1.51508
0.0421315,1.50868
0.0421769,1.506
0.0422222,1.50638
0.0422676,1.50433
0.0423129,1.50551
0.0423583,1.50932
0.0424036,1.50914
0.042449,1.51148
0.0424943,1.50824
0.0425397,1.50536
0.042585,1.50069
0.0426304,1.49952
0.0426757,1.50069
0.0427211,1.50343
0.0427664,1.50206
0.0428118,1.49797
0.0428571,1.49605
0.0429025,1.49915
0.0429478,1.49655
0.0429932,1.4944
0.0430385,1.49563
0.0430839,1.49302
0.0431293,1.49325
0.0431746,1.49159
0.04322,1.49125
0.0432653,1.48989
0.0433107,1.4894
0.043356,1.4881
0.0434014,1.4876
0.0434467,1.48628
0.0434921,1.48586
0.0435374,1.48435
0.0435828,1.48438
0.0436281,1.48024
0.0436735,1.46619
0.0437188,1.45786
0.0437642,1.45157
0.0438095,1.44593
0.0438549,1.44118
0.0439002,1.43641
0.0439456,1.43245
0.0439909,1.42811
0.0440363,1.42472
0.0440816,1.42051
0.044127,1.41776
0.0441723,1.41325
0.0442177,1.41159
0.044263,1.40638
0.0443084,1.40453
0.0443537,1.40289
0.0443991,1.39612
0.0444444,1.39453
0.0444898,1.395
0.0445351,1.3915
0.0445805,1.38536
0.0446259,1.38072
0.0446712,1.3801
0.0447166,1.38032
0.0447619,1.38082
0.0448073,1.37691
0.0448526,1.37369
0.044898,1.36621
0.0449433,1.3625
0.0449887,1.359
0.045034,1.35517
0.0450794,1.35706
0.0451247,1.35734
0.0451701,1.35533
0.0452154,1.35713
0.0452608,1.35809
0.0453061,1.35552
0.0453515,1.34998
0.0453968,1.34836
0.0454422,1.34563
0.0454875,1.34231
0.0455329,1.33503
0.0455782,1.32771
0.0456236,1.32533
0.0456689,1.32131
0.0457143,1.32103
0.0457596,1.31853
0.045805,1.31223
0.0458503,1.30896
0.0458957,1.30796
0.045941,1.30557
0.0459864,1.30699
0.0460317,1.31014
0.0460771,1.31279
0.0461224,1.30892
0.0461678,1.3091
0.0462132,1.30744
0.0462585,1.30757
0.0463039,1.30547
0.0463492,1.30274
0.0463946,1.30587
0.0464399,1.30967
0.0464853,1.31044
0.0465306,1.31183
0.046576,1.30986
0.0466213,1.3062
0.0466667,1.30679
0.046712,1.30561
0.0467574,1.30242
0.0468027,1.29472
0.0468481,1.29245
0.0468934,1.28738
0.0469388,1.28343
0.0469841,1.28315
0.0470295,1.28359
0.0470748,1.28465
0.0471202,1.28235
0.0471655,1.27634
0.0472109,1.27409
0.0472562,1.27415
0.0473016,1.26983
0.0473469,1.26794
0.0473923,1.26485
0.0474376,1.26187
0.047483,1.25851
0.0475283,1.2545
0.0475737,1.24914
0.047619,1.23668
0.0476644,1.23026
0.0477098,1.22624
0.0477551,1.22295
0.0478005,1.21952
0.0478458,1.21724
0.0478912,1.21354
0.0479365,1.21257
0.0479819,1.2091
0.0480272,1.20461
0.0480726,1.20609
0.0481179,1.20539
0.0481633,1.20138
0.0482086,1.19598
0.048254,1.19128
0.0482993,1.19082
0.0483447,1.18816
0.04839,1.1913
0.0484354,1.19249
0.0484807,1.19107
0.0485261,1.18987
0.0485714,1.19213
0.0486168,1.19021
0.0486621,1.18612
0.0487075,1.18127
0.0487528,1.17496
0.0487982,1.17382
0.0488435,1.1732
0.0488889,1.16805
0.0489342,1.16541
0.0489796,1.16092
0.0490249,1.15693
0.0490703,1.14893
0.0491156,1.14234
0.049161,1.14192
0.0492063,1.14093
0.0492517,1.13994
0.0492971,1.13927
0.0493424,1.1393
0.0493878,1.13503
0.0494331,1.13567
0.0494785,1.1385
0.0495238,1.13863
0.0495692,1.13784
0.0496145,1.13458
0.0496599,1.12839
0.0497052,1.12826
0.0497506,1.12497
0.0497959,1.12238
0.0498413,1.11737
0.0498866,1.11624
0.049932,1.1193
0.0499773,1.12081
0.0500227,1.12116
0.050068,1.12258
0.0501134,1.12576
0.0501587,1.12309
0.0502041,1.12019
0.0502494,1.11999
0.0502948,1.11924
0.0503401,1.11915
0.0503855,1.12545
0.0504308,1.12713
0.0504762,1.13063
0.0505215,1.13052
0.0505669,1.12919
0.0506122,1.13073
0.0506576,1.13394
0.0507029,1.13948
0.0507483,1.14152
0.0507937,1.14128
0.050839,1.14148
0.0508844,1.14564
0.0509297,1.14896
0.0509751,1.14769
0.0510204,1.14685
0.0510658,1.14951
0.0511111,1.14789
0.0511565,1.14413
0.0512018,1.14438
0.0512472,1.1386
0.0512925,1.1357
0.0513379,1.13054
0.0513832,1.12601
0.0514286,1.12194
0.0514739,1.11898
0.0515193,1.11799
0.0515646,1.11911
0.05161,1.12214
0.0516553,1.12581
0.0517007,1.12775
0.051746,1.12604
0.0517914,1.12054
0.0518367,1.11633
0.0518821,1.11814
0.0519274,1.12148
0.0519728,1.11621
0.0520181,1.11696
0.0520635,1.11607
0.0521088,1.11501
0.0521542,1.11435
0.0521995,1.11344
0.0522449,1.11262
0.0522902,1.11183
0.0523356,1.11091
0.052381,1.11022
0.0524263,1.10919
0.0524717,1.10862
0.052517,1.10744
0.0525624,1.10707
0.0526077,1.10557
0.0526531,1.10576
0.0526984,1.10337
0.0527438,1.10412
0.0527891,1.10414
0.0528345,1.0981
0.0528798,1.10051
0.0529252,1.10387
0.0529705,1.10351
0.0530159,1.09835
0.0530612,1.09337
0.0531066,1.08994
0.0531519,1.09006
0.0531973,1.09177
0.0532426,1.09536
0.053288,1.09803
0.0533333,1.10118
0.0533787,1.10145
0.053424,1.10268
0.0534694,1.09989
0.0535147,1.09859
0.0535601,1.0957
0.0536054,1.08954
0.0536508,1.08884
0.0536961,1.08311
0.0537415,1.07709
0.0537868,1.07474
0.0538322,1.07326
0.0538776,1.06693
0.0539229,1.06244
0.0539683,1.06067
0.0540136,1.06193
0.054059,1.05921
0.0541043,1.05607
0.0541497,1.05186
0.054195,1.05207
0.0542404,1.05423
0.0542857,1.05536
0.0543311,1.05782
0.0543764,1.05417
0.0544218,1.05305
0.0544671,1.05293
0.0545125,1.05138
0.0545578,1.0553
0.0546032,1.06026
0.0546485,1.06204
0.0546939,1.0636
0.0547392,1.06745
0.0547846,1.06642
0.0548299,1.06428
0.0548753,1.06212
0.0549206,1.06581
0.054966,1.06591
0.0550113,1.06734
0.0550567,1.06864
0.055102,1.073
0.0551474,1.08059
0.0551927,1.08279
0.0552381,1.08429
0.0552834,1.08567
0.0553288,1.08476
0.0553741,1.08836
0.0554195,1.09023
0.0554649,1.08814
0.0555102,1.08469
0.0555556,1.0848
0.0556009,1.08137
0.0556463,1.08269
0.0556916,1.08548
0.055737,1.09042
0.0557823,1.09012
0.0558277,1.08948
0.055873,1.09266
0.0559184,1.09388
0.0559637,1.09612
0.0560091,1.09897
0.0560544,1.10242
0.0560998,1.11041
0.0561451,1.11246
0.0561905,1.11115
0.0562358,1.11045
0.0562812,1.10986
0.0563265,1.10835
0.0563719,1.10879
0.0564172,1.10792
0.0564626,1.10341
0.0565079,1.10524
0.0565533,1.10688
0.0565986,1.10899
0.056644,1.10597
0.0566893,1.10347
0.0567347,1.10112
0.05678,1.0951
0.0568254,1.09176
0.0568707,1.09294
0.0569161,1.09167
0.0569615,1.0916
0.0570068,1.08831
0.0570522,1.08693
0.0570975,1.09032
0.0571429,1.09388
0.0571882,1.09523
0.0572336,1.09717
0.0572789,1.10283
0.0573243,1.10178
0.0573696,1.10247
0.057415,1.09981
0.0574603,1.09698
0.0575057,1.0959
0.057551,1.09825
0.0575964,1.10213
0.0576417,1.10313
0.0576871,1.09981
0.0577324,1.10224
0.0577778,1.10385
0.0578231,1.10341
0.0578685,1.10539
0.0579138,1.10587
0.0579592,1.10766
0.0580045,1.1088
0.0580499,1.11107
0.0580952,1.11301
0.0581406,1.11739
